date,station_name,station_depth_m,sample_depth_m,sample_depth_category,time,lat,lon,wind_speed,wave_height,sky,secchi_depth,ctd_temp,ctd_specific_conductivity,ctd_beam_attenuation,ctd_transmission,ctd_dissolved_oxygen,ctd_par,turbidity,particulate_microcystin,dissolved_microcystin,extracted_phycocyanin,extracted_chla,total_p,total_dissolved_p,soluble_reactive_p,ammonia,nitrate_nitrite,particulate_organic_c,particulate_organic_n,cdom,tss,vss
7/13/2021,WE8,5.14,0.75,Surface,7:56,41.8337,-83.3582,11.66,1.31,overcast,0.8,23.3,300,6.4,20.1,6.88,75.8,8.92,<0.1,<0.1,0.51,3.28,46.15,23.45,16.86,72.49,0.971,0.53,0.15,0.8,11.5,2.2
7/13/2021,WE8,,4.2,Bottom,,,,,,,,23.3,300,6.3,20.7,7.02,0.3,,<0.1,0.14,<0.9,2.93,,,,,,,,,,
7/13/2021,WE9,2.75,0.75,Surface,11:20,41.7173,-83.4234,11.66,1.31,overcast,0.5,24.4,497.4,12.3,4.6,5.05,37.8,19.4,<0.1,<0.1,0.45,15.14,183.39,111.99,80.78,199.75,5,1.11,0.16,4.66,23.3,5
7/13/2021,WE12,6.78,0.75,Surface,10:27,41.7022,-83.2535,11.66,1.31,rain,0.3,23.6,252.6,19.2,0.8,6.83,82.6,30.4,<0.1,0.1,0.22,4.11,63.37,17.05,12.97,42.92,0.399,1.07,0.16,0.49,84.3,8.9
7/13/2021,WE12,,6,Bottom,,,,,,,,23.6,252.6,19.1,0.8,7.24,0,,<0.1,<0.1,0.23,3.98,,,,,,,,,,
7/13/2021,WE13,9.12,0.75,Surface,9:19,41.7423,-83.1363,14.97,1.31,overcast,0.5,23.7,258.9,9.7,9.2,6.99,200,13.7,<0.1,<0.1,0.14,5.03,43.37,19,9.85,40.17,0.457,0.6,0.09,0.4,15.64,2
7/13/2021,WE13,,8.3,Bottom,,,,,,,,23.7,259.4,8.6,11.6,7.35,0,,<0.1,<0.1,0.25,4.46,,,,,,,,,,
7/13/2021,WE16,6.06,0.75,Surface,9:50,41.6574,-83.1449,11.66,1.31,overcast,1.3,23.7,261,3.3,43.4,6.9,292,5.97,<0.1,<0.1,0.15,2.08,31.7,20.44,11.34,51.41,0.466,0.26,0.05,0.38,6.84,0.56
7/19/2021,WE2,5.76,0.75,Surface,11:29,41.763,-83.3306,5.83,0.66,sunny,1.5,24.2,289.3,2.9,48.5,7.84,703.2,3.18,0.1,<0.1,3.74,15.66,37.47,13.36,7.67,7.06,0.819,1.93,0.32,0.75,4.72,1.56
7/19/2021,WE2,,4.9,Bottom,,,,,,,,24.1,298.9,2.3,56.5,7.89,24.8,,<0.1,<0.1,0.73,12.22,,,,,,,,,,
7/19/2021,WE4,8.55,0.75,Surface,8:44,41.8278,-83.1952,9.91,0.98,sunny,3,23.5,233.9,1.6,66.6,7.83,416.1,1.4,0.15,<0.1,0.40,5.86,14.82,3.44,1.35,6.42,0.313,0.48,0.08,0.27,3.12,1.32
7/19/2021,WE6,3.07,0.75,Surface,10:49,41.7052,-83.3858,7.78,0.66,sunny,0.5,24.5,451.2,7.9,14,5.39,255.4,15.2,<0.1,0.22,0.30,4.68,214.46,170.53,91.2,75.28,4.19,0.46,0.07,6.37,12,2.9
7/19/2021,WE8,5.01,0.75,Surface,8:04,41.8341,-83.3608,9.91,0.98,hazy,1.8,24.4,305.6,2.9,48.3,8.04,166.2,3.5,<0.1,<0.1,3.18,33.12,32.31,8.93,2.44,9.34,0.763,1.15,0.2,0.96,6.84,2.6
7/19/2021,WE8,,4.2,Bottom,,,,,,,,24.3,304,2.8,49.3,8.68,7.1,,<0.1,<0.1,2.90,35.19,,,,,,,,,,
7/19/2021,WE9,2.71,0.75,Surface,11:04,41.7179,-83.4239,7.78,0.66,sunny,0.1,24.3,331.1,55.3,0,4.97,13.5,88.7,<0.1,0.21,0.63,8.4,345.05,181.85,111.71,35.9,3.935,1.27,0.16,8.01,79.6,8.8
7/19/2021,WE12,6.8,0.75,Surface,10:14,41.702,-83.2541,5.83,0.98,sunny,1.5,24.5,294.5,3.4,42.8,8.34,392.9,4.29,0.12,<0.1,10.15,27.59,41.36,11.54,5.6,6.84,0.911,2.55,0.49,0.82,6.68,2.92
7/19/2021,WE12,,5.9,Bottom,,,,,,,,24.3,305.1,3.1,46,8.26,5.2,,<0.1,<0.1,2.39,13.42,,,,,,,,,,
7/19/2021,WE13,9.12,0.75,Surface,9:15,41.7438,-83.137,8.94,0.98,sunny,2.5,23.8,245.4,2.6,53,7.9,529.5,2.41,<0.1,0.16,1.05,14.33,22.07,7.13,3.6,6,0.369,0.72,0.12,0.35,4.08,1.84
7/19/2021,WE13,,8.3,Bottom,,,,,,,,23.7,279.2,2.9,49.4,7.72,6.5,,<0.1,0.11,1.31,13.97,,,,,,,,,,
7/19/2021,WE16,6.15,0.75,Surface,9:44,41.6592,-83.1455,5.83,0.98,sunny,2,24.5,315.3,2.2,57.1,7.15,407.4,3.46,<0.1,<0.1,1.18,8.51,45.77,23.18,11.46,33.61,1.278,0.37,0.07,0.98,4.32,0.32
7/26/2021,WE2,5.5,0.75,Surface,11:35,41.7619,-83.3315,3.89,0.66,sunny,1.5,25.4,288.1,2.5,53.4,7.72,166,3.22,0.14,<0.1,7.81,15.86,33.39,10.59,3.11,4.2,0.875,0.74,0.13,1.26,4.18,1.2
7/26/2021,WE2,,4.7,Bottom,,,,,,,,25.36,284.2,2.4,55.4,7.47,18.1,,<0.1,<0.1,2.19,10.16,,,,,,,,,,
7/26/2021,WE4,8.49,0.75,Surface,8:39,41.8258,-83.1946,7,0.98,sunny,3,23.86,252.8,1.9,62.7,7.52,153.9,1.13,<0.1,<0.1,0.55,6.63,20.78,8.47,2.65,5.04,0.29,0.38,0.07,0.37,1.94,0.7
7/26/2021,WE6,3.09,0.75,Surface,10:52,41.706,-83.3838,3.89,0.66,sunny,0.5,24.08,274.7,4.8,30.1,5.73,68.4,10.4,<0.1,<0.1,0.90,8.84,175.15,146.53,92.88,80,3.875,0.49,0.08,5.78,6.44,1.36
7/26/2021,WE8,4.98,0.75,Surface,8:08,41.8329,-83.3596,8.94,0.98,sunny,2,24.96,299.6,2.1,59.1,7.06,162.6,2.4,<0.1,<0.1,1.61,9.03,30.39,9.56,2.46,19.43,0.744,0.47,0.09,1.02,3.28,0.64
7/26/2021,WE8,,4.3,Bottom,,,,,,,,24.2,298.1,2.1,58.7,6.01,15.8,,<0.1,<0.1,0.10,3.93,,,,,,2.79,0.48,,,
7/26/2021,WE9,2.64,0.75,Surface,11:10,41.7177,-83.4235,3.89,0.66,sunny,0.3,23.91,273.7,16.8,1.5,7.58,85.4,25.4,0.2,<0.1,18.58,77.12,229.78,142.79,92.02,10.92,3.804,,,6.31,29.9,4.5
7/26/2021,WE12,6.7,0.75,Surface,10:20,41.7031,-83.2532,5.83,0.66,sunny,1.4,23.82,260.3,3.1,46.6,7.82,207,6.6,0.42,<0.1,7.56,23.2,56.89,22.05,11.63,4.81,1.625,1.13,0.2,2.14,5.32,1.68
7/26/2021,WE12,,6,Bottom,,,,,,,,24.24,260,2.9,48.2,7.68,3.1,,<0.1,<0.1,1.28,12.43,,,,,,,,,,
7/26/2021,WE13,9.21,0.75,Surface,9:14,41.7446,-83.137,7.97,0.98,sunny,2,24.25,231.8,1.9,61.8,7.7,515.8,1.32,<0.1,<0.1,0.70,8.38,18.44,5.02,3.26,4.29,0.283,0.47,0.07,0.28,2.7,0.74
7/26/2021,WE13,,8.3,Bottom,,,,,,,,23.79,231.6,3.7,40.4,7.48,17.4,,<0.1,<0.1,0.56,8.12,,,,,,,,,,
7/26/2021,WE16,6.06,0.75,Surface,9:44,41.6593,-83.1448,5.83,0.66,sunny,2,22.68,253.8,2.2,57.4,7.51,891.7,1.97,<0.1,<0.1,2.97,10.89,24.15,8.36,3.25,6.48,0.901,0.61,0.11,0.68,2.6,1.12
8/2/2021,WE2,5.63,0.75,Surface,11:32,41.7629,-83.3299,3.89,0.66,sunny,1.5,24.4,261.9,3.2,45,7.15,282.5,3.79,0.1,<0.1,0.91,7.07,26.68,10.23,2.53,9.22,0.275,0.53,0.08,0.43,4.58,0.84
8/2/2021,WE2,,4.7,Bottom,,,,,,,,24.2,262.1,3.5,41.7,7.49,26.5,,0.1,<0.1,1.33,7.78,,,,,,,,,,
8/2/2021,WE4,8.53,0.75,Surface,8:35,41.8277,-83.196,9.91,1.64,sunny,3.5,23.9,223.5,1.6,66.5,7.38,580.9,1.82,0.13,<0.1,0.88,6.05,17.89,9.84,2.75,12.46,0.215,0.4,0.06,0.22,2.3,0.74
8/2/2021,WE6,3.04,0.75,Surface,10:49,41.7067,-83.3834,3.89,0.98,sunny,1,24.2,398.5,3.1,45.8,6.36,530,7.39,0.13,<0.1,0.41,5.8,127.53,102.2,60.93,101.13,2.79,0.36,0.06,4.57,5,0.38
8/2/2021,WE8,5.3,0.75,Surface,7:56,41.834,-83.3599,9.91,1.64,sunny,2,,,,,,,7.06,<0.1,<0.1,1.13,9.28,34.05,15.76,3.25,34.09,0.895,0.6,0.11,1.42,2.5,0.62
8/2/2021,WE8,,4.3,Bottom,,,,,,,,,,,,,,,<0.1,<0.1,1.20,9.51,,,,,,,,,,
8/2/2021,WE9,2.75,0.75,Surface,11:07,41.7179,-83.4219,3.89,0.66,sunny,0.3,25.3,446,13.3,3.6,5.7,211.9,20.8,<0.1,<0.1,0.97,19.83,178.46,117.52,73.42,153.25,3.591,1.3,0.21,5.63,17.5,0.9
8/2/2021,WE12,6.71,0.75,Surface,10:08,41.7035,-83.2534,3.89,0.98,sunny,1,24.5,296.8,5.1,28.2,7.48,740.1,7.81,0.46,<0.1,4.16,24.38,55.85,20.24,9.76,12.78,1.232,1.04,0.18,2.3,9.72,1.58
8/2/2021,WE12,,6,Bottom,,,,,,,,24.5,298.8,5.4,25.9,7.72,0.3,,0.3,<0.1,3.49,22.17,,,,,,,,,,
8/2/2021,WE13,9.14,0.75,Surface,9:07,41.745,-83.1379,8.94,1.31,sunny,1.8,23.9,241.4,3.2,45.1,7.23,765.9,4.1,<0.1,<0.1,0.40,6.81,27.34,6.57,3.26,5.43,0.257,0.53,0.09,0.38,5.68,0.36
8/2/2021,WE13,,8.3,Bottom,,,,,,,,23.9,241.8,3.2,44.9,7.72,2.2,,<0.1,<0.1,0.59,6.41,,,,,,,,,,
8/2/2021,WE16,6.17,0.75,Surface,9:36,41.6612,-83.145,5.83,1.31,sunny,1,24.6,319.3,7.2,21,7.75,567,10.1,7.28,0.19,13.35,21.13,85.61,35.79,19.99,42.31,1.652,1.84,0.35,2.24,8.06,1.86
8/9/2021,WE2,5.74,0.75,Surface,12:28,41.7623,-83.3297,13.61,1.31,cloudy,1.5,25.6,297.8,2.7,50.5,9.47,1003.7,5.99,4.95,0.18,22.43,56.01,42.82,15.85,7.68,6.85,1.094,2.76,0.43,2.09,7.8,4
8/9/2021,WE2,,4.9,Bottom,,,,,,,,24.9,304.3,3.2,45.3,9.01,8,,1.21,0.25,6.72,42.07,,,,,,,,,,
8/9/2021,WE4,8.69,0.75,Surface,8:57,41.8255,-83.1951,13.02,0.98,hazy,2.5,24.9,262.3,1.9,62.3,7.26,145.9,1.41,0.15,<0.1,2.77,8.83,22.21,14.97,3.56,13.09,0.26,0.72,0.12,0.39,2.16,0.22
8/9/2021,WE6,3.02,0.75,Surface,11:29,41.7047,-83.3859,9.72,0.98,hazy,1.3,25.6,355.3,3,47.4,8.94,554,6.23,1.53,0.39,12.61,47.19,71.17,28.29,15.46,12.66,2.04,1.92,0.34,3.69,6.88,2.18
8/9/2021,WE8,5.09,0.75,Surface,8:11,41.8337,-83.3591,13.02,0.98,hazy,1.5,25,287.4,2.6,52.4,7.67,80.1,4.77,0.54,0.19,12.49,34.84,35.91,13.58,2.97,17.26,0.665,1.46,0.24,1.46,5.44,1.6
8/9/2021,WE8,,4,Bottom,,,,,,,,25,287.6,2.5,53.3,8.61,2.1,,0.38,0.18,9.71,36.33,,,,,,,,,,
8/9/2021,WE9,2.81,0.75,Surface,11:49,41.7172,-83.4239,13.61,0.98,hazy,1,26.2,408.9,3.9,37.6,7.29,629.6,5.31,0.53,0.18,12.85,28.6,102.9,65.43,41.19,21.63,2.453,1.01,0.19,4.19,6.26,1.02
8/9/2021,WE12,6.74,0.75,Surface,10:52,41.7028,-83.2547,9.72,0.98,hazy,1.5,25.1,260.3,3,47.4,7.49,1129.4,3.2,0.18,<0.1,5.33,13.84,27.86,8.78,3.7,5.51,0.382,0.94,0.15,0.65,4.5,0.52
8/9/2021,WE12,,6,Bottom,,,,,,,,24.9,259.1,3,47.7,7.91,19.3,,0.38,0.12,5.82,14.95,,,,,,,,,,
8/9/2021,WE13,9,0.75,Surface,9:39,41.7414,-83.1369,11.08,0.98,hazy,2.5,24.9,239.3,2,61.4,7.53,853.5,4.37,0.24,<0.1,4.10,8.83,20.28,6.85,3.76,7.26,0.189,3.16,0.51,0.24,2.68,0.1
8/9/2021,WE13,,8.2,Bottom,,,,,,,,24.6,236.7,2.5,53.5,7.33,19.4,,0.37,0.1,3.96,8.23,,,,,,,,,,
8/9/2021,WE16,6.08,0.75,Surface,10:20,41.6581,-83.1444,9.72,0.98,hazy,2,25.1,279.2,2.2,58.1,7.29,870.7,2.74,0.5,0.19,10.15,13.97,31.58,10.78,4.42,10.56,0.684,1.12,0.2,0.72,3.84,1.2
8/16/2021,WE2,5.7,0.75,Surface,12:04,41.7625,-83.3289,1.94,1.64,overcast,1,24.4,263.5,4.2,34.8,8.15,133.3,7.6,1.01,0.19,10.56,65.52,42.33,12.86,5,7.39,0.318,1.99,0.3,0.75,12.62,2.66
8/16/2021,WE2,,5,Bottom,,,,,,,,24.4,263.7,4.1,35.6,8.92,0.4,,1.16,0.29,9.36,69.32,,,,,,,,,,
8/16/2021,WE4,8.55,0.75,Surface,8:52,41.8279,-83.1948,17.11,2.3,overcast,2.5,24.4,257.1,2.9,50.4,7.27,104.9,2.09,0.4,0.24,3.47,11.41,26.7,8.57,5.75,11.58,0.263,0.72,0.11,0.42,3.08,0.48
8/16/2021,WE6,3.19,0.75,Surface,11:13,41.7063,-83.385,7.78,1.97,overcast,0.5,23.9,317.9,9.2,10.1,8.66,50.7,21.8,2.3,0.33,5.71,117.49,69.22,9.5,4.29,6.94,1.181,3.65,0.52,2.46,30.92,4.44
8/16/2021,WE8,5.28,0.75,Surface,8:02,41.833,-83.3589,15.94,2.3,overcast,1,24.7,296.2,4.8,30,8.15,20.4,8.31,2.28,0.28,9.53,84.97,40.6,13.86,4.87,7.58,0.742,2.86,0.38,1.87,12.28,4.44
8/16/2021,WE8,,4.5,Bottom,,,,,,,,24.7,296.5,4.6,31.7,9.1,0,,1.78,0.27,9.64,97.35,,,,,,,,,,
8/16/2021,WE9,2.74,0.75,Surface,11:33,41.7184,-83.4226,3.89,1.64,overcast,0.5,24.4,414.6,12.4,4.5,6.91,6.8,30.8,0.57,0.29,2.72,99.06,149.82,55.37,42.46,38.51,1.537,2.75,0.47,3.43,34.56,3.16
8/16/2021,WE12,6.88,0.75,Surface,10:30,41.7027,-83.2504,9.72,1.97,overcast,1,24.4,256.1,4.3,34.4,7.67,167.4,6.88,0.89,0.21,4.42,45.19,20.73,10.33,5.57,6,0.266,1.4,0.24,0.7,10.4,1.94
8/16/2021,WE12,,6,Bottom,,,,,,,,24.4,256.4,4.3,34.3,8.3,0.4,,0.73,0.24,5.71,44.22,,,,,,,,,,
8/16/2021,WE13,9.17,0.75,Surface,9:27,41.742,-83.1338,12.05,2.3,overcast,1.5,24.3,244.2,2.9,48.9,7.37,269.2,3.62,0.57,0.16,1.97,11.06,22.77,8.59,4.55,4.82,0.195,0.69,0.11,0.32,4.66,0.38
8/16/2021,WE13,,8.3,Bottom,,,,,,,,24.3,244.4,2.8,49.2,7.77,1.9,,0.31,0.16,2.33,11.25,,,,,,,,,,
8/16/2021,WE16,6.17,0.75,Surface,10:01,41.6597,-83.1455,11.66,1.97,rain,1.5,24.3,252.9,2.9,48.3,7.62,146.8,3.96,1.21,0.23,6.79,21.39,36.98,13.45,6.1,7.17,0.257,1.22,0.2,0.47,5.2,1.42
8/23/2021,WE2,5.76,0.75,Surface,11:26,41.7629,-83.3309,9.72,0.98,sunny,1,25.9,278,3.4,43.1,7.92,179.1,5.56,2.39,0.3,7.27,19.89,33.16,12.84,2.27,5.75,0.392,1.63,0.25,1.2,6.22,2.56
8/23/2021,WE2,,4.9,Bottom,,,,,,,,24.7,279.9,4.5,32.5,3.88,7,,2.53,0.2,6.17,20.15,,,,,,,,,,
8/23/2021,WE4,8.49,0.75,Surface,8:34,41.8259,-83.1953,8.94,0.98,cloudy,2.5,25.9,235.7,2,60.5,8.34,129.8,1.39,0.35,0.1,2.62,9.85,17.09,8.55,1.95,4.9,0.143,0.77,0.12,0.31,2.4,0.86
8/23/2021,WE6,3.1,0.75,Surface,10:44,41.7065,-83.3821,9.72,0.98,sunny,1,26.4,316.7,4,36.5,7.63,130.2,8.3,1.46,0.39,7.57,26.13,46.5,13.47,5.14,4.85,0.802,1.91,0.3,2.09,6.26,3.04
8/23/2021,WE8,5.04,0.75,Surface,7:56,41.8345,-83.3596,8.94,0.98,sunny,1,27.7,293.2,4.5,32.7,7.55,50.5,10.2,5.86,0.25,8.57,44.41,45.29,7.32,2.83,6.28,0.391,3.49,0.54,1.41,11.88,7.2
8/23/2021,WE8,,4.2,Bottom,,,,,,,,26.7,290.5,3.7,39.7,8.81,0.6,,5.08,0.28,9.64,27.43,,,,,,,,,,
8/23/2021,WE9,2.67,0.75,Surface,11:02,41.7177,-83.4236,9.72,0.98,sunny,0.7,26.7,415.7,5.2,27.4,6.34,125.6,6.23,2.32,0.25,18.31,40.76,108.9,50.46,32.5,27.12,0.945,2.32,0.43,3.32,9.76,3.8
8/23/2021,WE12,6.77,0.75,Surface,10:08,41.7032,-83.253,9.72,0.98,sunny,1.5,25.7,253.9,3.4,42.4,8.77,194,6.82,0.74,0.16,5.28,17.88,25.65,17.24,2.81,3.85,0.195,1.28,0.2,0.79,5.96,2.32
8/23/2021,WE12,,6,Bottom,,,,,,,,24.4,262.1,5.4,26.6,4.27,5.2,,0.81,0.23,7.26,17.36,,,,,,,,,,
8/23/2021,WE13,9.05,0.75,Surface,9:07,41.7449,-83.1373,9.91,0.98,cloudy,1.5,25.9,249.8,2.4,54.6,9.12,138.8,4.43,0.71,0.17,10.16,16.97,22.26,5.9,2.25,3.36,0.062,1.21,0.2,0.53,4.68,2.18
8/23/2021,WE13,,8.3,Bottom,,,,,,,,24.2,254.9,4.7,30.7,4.34,1.3,,0.87,0.14,6.73,16.58,,,,,,,,,,
8/23/2021,WE16,6.23,0.75,Surface,9:35,41.6612,-83.1455,7.78,0.98,sunny,1.5,25.7,247.7,2.9,48.2,8.96,207.3,3.58,0.91,0.16,7.17,17.16,27.91,7.09,5.04,4.55,0.175,1.2,0.19,0.56,5.04,1.98
8/30/2021,WE2,5.54,0.75,Surface,11:03,41.7615,-83.3316,3.89,0.66,sunny,1,26.9,269,4.2,35.3,7.19,749.1,4.89,1.59,0.21,9.94,26.26,34.6,13.24,3.79,5.32,0.176,2.3,0.33,1.12,8.05,4.45
8/30/2021,WE2,,4.6,Bottom,,,,,,,,26.5,271.5,4.3,33.9,7.21,5.8,,1.56,0.21,7.05,28.6,,,,,,,,,,
8/30/2021,WE4,8.39,0.75,Surface,8:30,41.8265,-83.1967,7,0.98,mostly cloudy,1.5,26.7,237.3,2.8,50.2,6.91,142.8,4.12,1.05,0.12,3.57,14.1,24.74,6.54,2.23,13.33,0.159,1.21,0.19,0.39,4.95,4.65
8/30/2021,WE6,3.1,0.75,Surface,10:26,41.7064,-83.3846,3.89,0.66,sunny,1,27.2,382.9,3.9,37.6,6.83,484.9,4.58,0.52,0.39,5.90,31.83,83.04,32.61,18.66,5.08,0.574,1.71,0.31,2.64,6.3,4.15
8/30/2021,WE8,4.93,0.75,Surface,7:53,41.8339,-83.3594,9.91,0.98,sunny,1.5,26.4,273,3.3,44.4,6.41,48.4,6.23,1.74,0.28,10.46,28.27,47.29,12.38,5.32,25.95,0.191,2.02,0.33,1.22,6.65,5
8/30/2021,WE8,,4.2,Bottom,,,,,,,,26.5,273.5,3.2,44.9,6.93,1.2,,2.38,0.25,15.64,30.09,,,,,,,,,,
8/30/2021,WE9,2.64,0.75,Surface,10:41,41.7179,-83.4232,3.89,0.66,sunny,0.7,27.2,370.6,5.5,25.2,6.79,89.3,7.78,3.84,0.69,15.98,47.48,99.74,25.35,19.28,27.58,0.464,2.73,0.48,2.5,10.25,4.1
8/30/2021,WE12,6.69,0.75,Surface,9:55,41.7034,-83.2552,3.89,0.66,mostly sunny,1.3,26.3,249.7,3.7,40.1,6.89,142.1,5.89,1.26,0.14,8.21,21.12,30.95,13.45,2.68,7.24,0.046,1.52,0.24,0.73,6.45,1.5
8/30/2021,WE12,,5.9,Bottom,,,,,,,,26.3,250.2,3.5,42.2,7.2,2.9,,1,0.2,5.70,18.85,,,,,,,,,,
8/30/2021,WE13,8.89,0.75,Surface,9:01,41.7436,-83.1366,5.05,0.98,mostly cloudy,2,26.3,230.4,2.7,50.6,6.56,245.6,2.51,0.18,0.11,2.81,9.72,19.8,9.05,2.3,9.82,0.146,0.77,0.12,0.33,3.6,1
8/30/2021,WE13,,8.3,Bottom,,,,,,,,26.1,232,2.7,50.7,7.14,4.3,,0.43,<0.1,1.95,10.17,,,,,,,,,,
8/30/2021,WE16,6.06,0.75,Surface,9:28,41.6594,-83.1461,3.89,0.98,partly sunny,1.5,26.4,248.2,2.7,51.3,6.7,162,5.88,1.72,0.17,5.96,18.65,30.25,9.45,2.6,20.86,0.053,1.29,0.2,0.54,4.95,2.5
9/7/2021,WE2,5.25,0.75,Surface,11:24,41.7613,-83.3319,11.66,0.98,sunny,0.8,23.5,262.6,5,28.8,7.73,716.8,8.41,3.45,0.23,42.09,38.12,51.99,9.47,8.13,7.98,0.029,2.21,0.33,1.06,9.8,5.7
9/7/2021,WE2,,4.4,Bottom,,,,,,,,23.4,263.1,5,28.6,8.34,3.1,,2.94,0.36,26.54,38.07,,,,,,,,,,
9/7/2021,WE4,8.33,0.75,Surface,8:28,41.8249,-83.1967,14,0.66,sunny,2.3,23.9,258.3,2.4,54.8,7.32,127.9,3.16,0.54,0.25,12.09,14.3,22.79,5.58,4.01,11.01,0.176,0.79,0.13,0.43,3.44,1.2
9/7/2021,WE6,2.63,0.75,Surface,10:42,41.7045,-83.3863,11.66,0.98,sunny,1,22.8,399.9,4.2,34.7,7.96,432,7.89,3.28,0.51,38.37,57.57,81.41,50.99,37.28,7.52,0.225,2.72,0.47,1.9,9.6,2.1
9/7/2021,WE8,5.11,0.75,Surface,7:52,41.8334,-83.3588,14,0.66,sunny,0.8,23.8,281.2,6.6,19.2,8.26,27.5,14.3,6.99,0.28,74.91,71.03,63.63,9.88,4.42,6.89,0.031,5.01,0.77,1.08,16.6,7.5
9/7/2021,WE8,,4.4,Bottom,,,,,,,,23.3,280.6,4.8,30.5,8.68,0,,4.06,0.28,53.08,51.82,,,,,,,,,,
9/7/2021,WE9,2.51,0.75,Surface,10:58,41.7176,-83.4238,11.66,0.98,sunny,0.4,23,390.5,10.7,7,7.51,185.4,15.2,3.33,0.58,28.43,54.06,112.88,46.49,32.93,17.08,0.231,2.58,0.44,2.08,17.6,3.2
9/7/2021,WE12,6.58,0.75,Surface,10:06,41.7026,-83.2547,11.66,0.98,sunny,0.5,23.2,265.5,7.5,15.5,7.11,238.5,13.4,3.17,0.22,35.63,40.7,54.44,8.35,6.4,7.45,0.085,2.73,0.52,1.01,14.92,4.92
9/7/2021,WE12,,5.8,Bottom,,,,,,,,23.2,265.7,7.3,16,7.78,0,,1.74,0.2,37.46,35.97,,,,,,,,,,
9/7/2021,WE13,8.39,0.75,Surface,9:01,41.7423,-83.1365,14.97,0.98,sunny,0.8,23.7,250.6,5.3,26.9,7.13,242.1,8.63,2.27,0.18,22.41,27.69,39.84,10.57,7.72,7.52,0.02,1.63,0.27,0.2,9.88,3.2
9/7/2021,WE13,,8.2,Bottom,,,,,,,,23.7,257.5,5.3,26.6,7.8,0,,1.68,0.18,23.34,26.78,,,,,,,,,,
9/7/2021,WE16,5.78,0.75,Surface,9:34,41.6576,-83.1446,11.66,0.98,sunny,1.5,23.4,242.2,3.3,43.6,7.36,425.2,4.63,1.41,0.14,16.41,23.72,27.86,11.68,3.84,4.82,0.036,1.46,0.22,0.71,5.92,1.96
9/13/2021,WE2,5.73,0.75,Surface,11:12,41.7623,-83.3295,5.83,1.31,partly sunny,0.7,22.6,269.9,5.9,23,8.32,532.7,10.8,1.81,0.22,74.54,48.31,52.64,12.48,5.63,5.31,0.037,2.21,0.31,1.06,13.04,4.08
9/13/2021,WE2,,4.9,Bottom,,,,,,,,22.5,271.4,6,22.2,8.92,0.5,,2.51,0.26,66.62,55.38,,,,,,,,,,
9/13/2021,WE4,8.47,0.75,Surface,8:32,41.8267,-83.1951,13.02,1.31,cloudy,1.4,22.7,247.4,3.5,42.4,8.08,59,5.11,0.67,0.23,54.79,31.72,27.29,12.4,4.96,5.73,0.087,1.26,0.2,0.43,6.2,1.96
9/13/2021,WE6,3.22,0.75,Surface,10:31,41.7066,-83.3849,9.72,1.31,cloudy,0.8,22.2,330.2,8.9,10.8,8.12,260.4,15.1,1.5,0.37,33.71,68.98,81.26,16.53,5.83,4.56,0.034,4.35,0.5,1.9,20.84,8.6
9/13/2021,WE8,5.07,0.75,Surface,7:51,41.8343,-83.3583,14,0.98,cloudy,0.8,22.4,268,7,18.5,7.67,34.4,10.5,2.15,0.28,27.71,47.72,53.65,8.18,5.59,3.98,0.035,2.75,0.32,1.08,14.4,5.84
9/13/2021,WE8,,4.3,Bottom,,,,,,,,22.4,267.8,6.5,19.9,8.43,0,,1.33,0.29,32.03,64.54,,,,,,,,,,
9/13/2021,WE9,2.76,0.75,Surface,10:47,41.7182,-83.4222,9.72,1.64,cloudy,0.3,22.6,378.6,12,5,7.74,81.1,15.6,1.56,0.31,36.54,68.34,109.56,25.31,15.88,9.73,0.059,2.62,0.43,2.08,21,5.12
9/13/2021,WE12,6.93,0.75,Surface,9:56,41.7042,-83.2522,11.66,1.31,cloudy,0.7,22.5,266.5,6.1,21.9,8.05,226,13,1.7,0.26,42.18,52.5,51.8,6.67,3.2,3.65,0.003,2.29,0.35,1.01,13.88,4.48
9/13/2021,WE12,,5,Bottom,,,,,,,,22.5,268.5,6.4,20.3,8.49,0,,2.37,0.22,49.48,53.72,,,,,,,,,,
9/13/2021,WE13,9.11,0.75,Surface,9:01,41.7439,-83.1365,13.02,1.31,cloudy,2.5,22.7,222.8,2,60.6,7.23,155.1,1.65,0.21,0.13,4.34,5.31,19.8,13.53,6.83,11.63,0.164,0.36,0.06,0.2,2.96,3.12
9/13/2021,WE13,,8.3,Bottom,,,,,,,,22.7,223.8,2.3,56.3,7.75,7.9,,0.18,<0.1,7.69,5.23,,,,,,,,,,
9/13/2021,WE16,6.19,0.75,Surface,9:30,41.6618,-83.1457,9.72,1.31,cloudy,1.5,22.6,254.3,4.9,29.2,7.67,89.3,7.68,0.86,0.14,28.23,30.68,45.05,7.03,3.74,4.34,0.003,1.84,0.24,0.71,10.32,4.96
9/20/2021,WE2,5.62,0.75,Surface,11:05,41.7615,-83.3297,7.78,0.98,cloudy,0.6,22.7,288.3,7.5,15.4,7.32,276.3,11.4,0.87,0.27,7.21,5.49,60.2,6.87,3.92,4.54,0.005,2.36,0.31,1.21,16.8,5.44
9/20/2021,WE2,,4.6,Bottom,,,,,,,,22.6,288.5,7.8,14.3,7.53,0,,0.97,0.23,6.04,2.07,,,,,,,,,,
